ORIGEN,PRODUCTO,GRADO DE ALCOHOL,REGISTRO SANITARIO,VIGENCIA DE REGISTRO SANITARIO,RESOLUCIÓN DE REGISTRO SANITARIO,PRODUCTOR,NOMBRE EMPRESA DISTRIBUIDORA,NIT
N,Ap. Brissart Sabor A Cafe,10,INVIMA 2019L-0010049,19/06/2029,19022399,LICORES BRISSART S.A.S,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Ap. Crema Con Sabor A Chocolate M Harv,14,INVIMA 2016L-0008145,14/04/2026,16009721,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Ap. Crema Sab Whisky Harvey Mackys 14,14,INVIMA 2017L-0008812,17/07/2027,17025467,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Ap. Crema Sab Whisky Harvey Mackys 14,14,INVIMA 2017L-0008812,17/07/2027,17025467,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Ap. Crema Sab. A Ron Harvey Mackys,14,INVIMA 2014L-0007076,12/05/2024,14009708,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Ap. Crema Sab. A Ron Harvey Mackys,14,INVIMA 2014L-0007076,12/05/2024,14009708,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Ap. Crema Sabor A Whisky Brissart,14,INVIMA 2019L-0009865,8/03/2029,19005235,LICORES BRISSART S.A.S,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Ap. No Vin. Anisado Eduardo Iii,19.5,INVIMA L-002435 R1,27/10/2019,9034809,CASA LA VIÑA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Ap. No Vin. Anisado Eduardo Iii,19.5,INVIMA L-002435 R1,27/10/2019,9034809,CASA LA VIÑA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Ap. No Vin. Anisado Eduardo Iii,19.5,INVIMA L-002435 R1,27/10/2019,9034809,CASA LA VIÑA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Ap. No Vin. Sabor Whisky Wardos,11,INVIMA 2017L-0009117,7/12/2027,17049366,CASA LA VIÑA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Ap. Sab. Ron Casa La Viña (2.5),2.5,INVIMA 2011L-0005528,7/10/2021,12019725,CASA LA VIÑA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Ap. Sab. Ron Casa La Viña (2.5),2.5,INVIMA 2011L-0005528,7/10/2021,12009734,CASA LA VIÑA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Ap. Sabor Cereza Jumbo,6,INVIMA 2017L-0008925,18/09/2027,17035219,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Ap. Sabor Cereza Jumbo,6,INVIMA 2017L-0008925,18/09/2027,17035219,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Beb Emb Sab A Fresa Casa La Viña,2,RSA-003197-2017,10/05/2022,17013295,CASA LA VIÑA LTDA.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Beb Emb Sab Uva Moscatel Gran Viña 1°,1,RSAD19I39412,7/12/2026,21054707,CASA LA VIÑA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Beb Emb Sab Uva Moscatel Gran Viña 1°,1,RSAD19I39412,7/12/2026,21054707,CASA LA VIÑA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Beb. Emb Sab A Manzana Casa La Viña,2,RSA-003197-2017,28/02/2022,17013295,CASA LA VIÑA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Beb. Emb Sab Uva Moscatel Casa La Viña,2,RSA-003197-2017,28/02/2022,17013295,CASA LA VIÑA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Beb. Emb. Gas Champaña Monserrate (2°),2,RSA-001287-2016,13/05/2031,21010841,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Beb. Emb. Sab Champaña Monserrate,2,RSA-001287-2016,13/05/2031,21010841,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Beb. Emb. Sab. A Manzana Candiota,2,RSA-001287-2016,13/05/2031,21010841,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Beb. Emb. Sab. Manzana Casa La Viña 1°,1,RSAD19I39412,28/02/2022,12006563,CASA LA VIÑA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Beb. Emb. Sab. Manzana La Gran Viña 1°,1,RSAD19I39412,7/12/2026,12017770,CASA LA VIÑA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Beb. Emb. Sab. Moscatel Monserrate,2,RSA-001287-2016,13/05/2031,21010841,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Beb. Emb. Sab. Moscatel Monserrate,2,RSA-001287-2016,13/05/2031,21010841,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Beb. Emb. Sab. Vino Monserrate,2,RSA-001287-2016,13/05/2031,21010841,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,C. Alazan Roja Maranta,4.62,INVIMA 2017L-0009203,31/01/2028,17055600,PITASH S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,C. Alazan Roja Maranta (Und),4.62,INVIMA 2017L-0009203,31/01/2028,17055600,PITASH S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,C. Azabache Negra Maranta,4.55,INVIMA 2017L-0009195,24/01/2028,17055590,PITASH S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,C. Azabache Negra Maranta (Und),4.55,INVIMA 2017L-0009195,24/01/2028,17055590,PITASH S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,C. Bayo Trigo Maranta,4.68,INVIMA 2017L-0009194,24/01/2028,17055588,PITASH S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,C. Bayo Trigo Maranta (Und),4.68,INVIMA 2017L-0009194,24/01/2028,17055588,PITASH S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,C. Palomino Dorada Maranta,4.4,INVIMA 2017L-0009202,31/01/2028,17055599,PITASH S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,C. Palomino Dorada Maranta (Und),4.4,INVIMA 2017L-0009202,31/01/2028,17055599,PITASH S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Cerveza Darguner Pilsener (B),4.87,INVIMA 2016L-0008456,21/11/2026,16044857,IMPORTACIONES GRUCAL SAS,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Cerveza Darguner Pilsener (L),4.87,INVIMA 2016L-0008456,21/11/2026,16044857,IMPORTACIONES GRUCAL SAS,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Cerveza Darguner Pilsener (L),4.87,INVIMA 2016L-0008456,21/11/2026,16044857,IMPORTACIONES GRUCAL SAS,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Coc. Amaretto Ambrosia 10,10,INVIMA 2018L-0009367,1/06/2028,18020002,LICORES BRISSART S.A.S,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Coc. Brissart Moscow Mule,7.57,INVIMA 2021L-0011093,23/06/2031,21032737,LICORES BRISSART S.A.S,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Coc. De Cacao Brissart,12,INVIMA 2019L-0009799,13/02/2029,19001606,LICORES BRISSART S.A.S,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Coc. De Cerveza Con Tequila Quetzal F5,6.9,INVIMA 2012L-0006278,22/01/2023,13007148,MONTOYA CORREA NICOLAS FERNANDO,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Coc. De Coco Brissart,12,INVIMA 2012L-0006207,24/08/2032,13003656,LICORES BRISSART S.A.S,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Coc. De Melon Brissart,10,INVIMA 2011L-0005193,22/01/2031,21000175,LICORES BRISSART S.A.S,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Coc. Jonron Con Ron Limon Hierbabuena,7.5,INVIMA 2015L-0007715,13/08/2025,21019852,JONRON SAS,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Coc. Jonron Con Ron Sabor A Maracuya,7.5,INVIMA 2015L-0007714,13/08/2025,21026120,JONRON SAS,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Coc. Piña Colada Tropical 10°,10,INVIMA 2012L-0005969,18/08/2032,22026247,LICORES BRISSART S.A.S,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Coctel Triple Sec Marca Brissart 10,10,INVIMA 2008L-0004198,17/01/2029,18056112,LICORES BRISSART S.A.S,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Crema De Cafe Harvey Macky'S,14,INVIMA 2004L-0001929,3/09/2024,14023836,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Crema De Cafe Harvey Macky'S,14,INVIMA 2004L-0001929,3/09/2024,14023836,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Crema De Cafe Wardos,13,INVIMA 2003L-0000948,6/02/2023,17022403,CASA LA VIÑA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Crema De Whisky Wardo'S,14,INVIMA 2004L-0001618,14/03/2024,17018905,CASA LA VIÑA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Gin. Seventeen Fifteen 1715,40.21,INVIMA 2022L-0011642,16/06/2032,22017737,INVERSIONES LA CARETA SAS,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,L .Sab A Whisky Harvey Mackys 27°,27,INVIMA 2003L-0000945,20/12/2022,12036108,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,L .Sab A Whisky Harvey Mackys 27°,27,INVIMA 2003L-0000945,20/12/2022,12036108,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,L. Amaretto Premium Flavou. Mr. Cheers,19.8,INVIMA 2019L-0009933,16/04/2029,19011103,IMPORTACIONES GRUCAL S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,L. Blue Curacao Prem. Flav. Mr. Cheers,19.6,INVIMA 2019L-0009898,2/04/2029,19008071,IMPORTACIONES GRUCAL S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,L. De Brandy M Jamarell,30,INVIMA 2016L-0008219,8/06/2026,16017350,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,L. De Brandy M Jamarell,30,INVIMA 2016L-0008219,8/06/2026,16017350,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,L. De Ginebra Harvey Mack'S 25°,25,INVIMA 2012L-0005755,24/04/2022,12013441,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,L. De Ginebra Harvey Mack'S 25°,25,INVIMA 2012L-0005755,24/04/2022,12013441,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,L. De Vodka Maroskaya 25°,25,INVIMA 2012L-0005899,12/07/2022,14001761,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,L. De Vodka Maroskaya 25°,25,INVIMA 2012L-0005899,12/07/2022,14001761,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,L. De Whisky Chanceler,35,INVIMA 2016L-0008532,31/01/2027,16051730,SOCIEDAD C. I. GOPA IMPORTACIONES S A,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,L. De Whisky Old Thomas,28,INVIMA 2018L-0009236,23/02/2028,18003149,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,L. De Whisky Old Thomas,28,INVIMA 2018L-0009236,23/02/2028,18003149,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,L. El Sorbito,30,INVIMA 2001L-0000385,14/10/2021,14023857,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,L. El Sorbito,30,INVIMA 2001L-0000385,14/10/2021,14023857,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,L. Harvey Mack'S Sabor Ginebra,25,INVIMA 2022L-0011436,12/04/2032,22007531,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,L. Harvey Mack'S Sabor Ginebra,25,INVIMA 2022L-0011436,12/04/2032,22007531,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,L. Irish Cream Sorcha,16.79,INVIMA 2018L-0009691,6/12/2028,18050372,IMPORTACIONES GRUCAL S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,L. Maroskaya Sabor Vodka,25,INVIMA 2022L-0011920,29/09/2032,22036991,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,L. Maroskaya Sabor Vodka,25,INVIMA 2022L-0011920,29/09/2032,22036991,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,L. Sab. A Brandy Don David,30,INVIMA 2002L-0000901,20/12/2022,13000878,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,L. Sab. A Brandy Don David,30,INVIMA 2002L-0000901,20/12/2022,13000878,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,L. Triple Sec Premium Flav. Mr. Cheers,19.9,INVIMA 2019L-0009956,24/04/2029,19012056,IMPORTACIONES GRUCAL S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Piña Colada Harvey Mackay'S,10,INVIMA 2003L-0001079,20/06/2023,13014958,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Piña Colada Harvey Macky'S,10,INVIMA 2003L-0001079,20/06/2023,13014958,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Piña Colada Harvey Macky'S (14°),14,INVIMA 2003L-0001079,20/06/2023,17024465,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Piña Colada Harvey Macky'S (14°),14,INVIMA 2003L-0001079,20/06/2023,17024465,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Piña Colada Wardos,14,INVIMA 2002L-0000841,26/07/2023,19044711,CASA LA VIÑA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Sabajon Jumbo,14,INVIMA 2003L-0001326,14/08/2023,13021279,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,Sabajon Wardos,14,INVIMA 2003L-0001008,18/02/2023,17036288,CASA LA VIÑA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Teq. 3 Caballos Gold,35.15,INVIMA 2016L-0008217,1/06/2026,16017347,IMPORTACIONES GRUCAL LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Teq. 3 Caballos Gold,35.15,INVIMA 2016L-0008217,1/06/2026,16017347,IMPORTACIONES GRUCAL LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Teq. 3 Caballos Gold,35.15,INVIMA 2016L-0008217,1/06/2026,19034012,IMPORTACIONES GRUCAL SAS,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Teq. 3 Caballos Gold,35.15,INVIMA 2016L-0008217,1/06/2026,19034012,IMPORTACIONES GRUCAL SAS,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Teq. 3 Caballos Reposado,35.16,INVIMA 2016L-0008218,1/06/2026,16017348,IMPORTACIONES GRUCAL LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Teq. 3 Caballos Reposado,35.16,INVIMA 2016L-0008218,1/06/2026,16017348,IMPORTACIONES GRUCAL LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Teq. 3 Caballos Reposado,35.16,INVIMA 2016L-0008218,1/06/2026,19034726,IMPORTACIONES GRUCAL SAS,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Teq. 3 Caballos Reposado,35.16,INVIMA 2016L-0008218,1/06/2026,19034726,IMPORTACIONES GRUCAL SAS,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Teq. 30 30 Añejo 100 Agave Azul,35.28,INVIMA 2020L-0010671,17/09/2030,20029279,GLOBAL COLOMBIA DISTRIBUCIONES S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Teq. 30 30 Rva Especial Reposado Agave,35,INVIMA 2020L-0010779,3/12/2030,20040012,GLOBAL COLOMBIA DISTRIBUCIONES S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Teq. 30 30 Rva Especial Reposado Agave,35,INVIMA 2020L-0010779,3/12/2030,20040012,GLOBAL COLOMBIA DISTRIBUCIONES S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Teq. Antigua Cruz Añejo 100 Agave,40.04,INVIMA 2016L-0008212,25/05/2026,16016142,IMPORTACIONES GRUCAL S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Teq. Antigua Cruz Añejo 100 Agave,40.04,INVIMA 2016L-0008212,25/05/2026,19034723,IMPORTACIONES GRUCAL SAS,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Teq. Antigua Cruz Bco 100 Agave,40.23,INVIMA 2016L-0008247,28/06/2026,19034013,IMPORTACIONES GRUCAL S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Teq. Antigua Cruz Bco. 100 Agave,40.23,INVIMA 2016L-0008247,28/06/2026,16020959,IMPORTACIONES GRUCAL S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Teq. Antigua Cruz Rep. 100 Agave,40.09,INVIMA 2016L-0008246,28/06/2026,16020958,IMPORTACIONES GRUCAL S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Teq. Antigua Cruz Reposado 100 Agave,40.09,INVIMA 2016L-0008246,28/06/2026,19034725,IMPORTACIONES GRUCAL SAS,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Teq. B. (Silver) 3 Caballos,35.11,INVIMA 2016L-0008214,26/05/2026,16016604,IMPORTACIONES GRUCAL LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Teq. B. (Silver) 3 Caballos,35.11,INVIMA 2016L-0008214,26/05/2026,16016604,IMPORTACIONES GRUCAL LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Teq. Jalisciense Blanco,35.44,INVIMA 2012L-0005839,18/07/2032,22020115,GLOBAL COLOMBIA DISTRIBUCIONES S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Teq. Oro Jalisciense,35.19,INVIMA 2012L-0006013,18/07/2032,22020116,GLOBAL COLOMBIA DISTRIBUCIONES S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,Tequila Oro (Joven) Mixto Jalieza,35.32,INVIMA 2018L-0009429,24/07/2028,18026542,,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. B. Ig Lisboa Mil Caminhos,13.13,INVIMA 2015L-0007963,21/12/2025,15047858,VINAL COLOMBIA SAS,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. B. Rva. Var. Chard. San Huberto,13.72,INVIMA 2014L-0007120,26/06/2024,16006352,IMPORTACIONES GRUCAL LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. Bianco Dolce Lambrusco Estefanya,8.09,INVIMA 2019L-0009981,17/05/2029,19014689,IMPORTACIONES GRUCAL SAS,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. Bl. Verdejo Viejo Mundo D.O. Rueda,12.67,INVIMA 2017L-0008611,24/02/2027,17004452,SIMON COLOMBIA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. Bl. White (Branco) Mina Velha,13.17,INVIMA 2014L-0007012,21/03/2024,14005231,MADRE COLOMBIA SAS,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. Blanco Isla Negra,11.89,INVIMA 2016L-0008389,7/10/2026,16036244,IMPORTACIONES GRUCAL S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,V. Blanco Jumbo,6,INVIMA 2003L-0001387,14/08/2023,13021280,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,V. Blanco Jumbo,6,INVIMA 2003L-0001387,14/08/2023,13021280,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. Cab. Sauv. Mer Isla Negra,12.36,INVIMA 2007L-0003609,26/09/2027,17036721,IMPORTACIONES GRUCAL S.A.S,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. Cab. Sauv-Carmenere Isla Negra,12.36,INVIMA 2007L-0003609,26/09/2027,17036721,IMPORTACIONES GRUCAL S.A.S,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,V. De Manzana Adan'S (C.V.L.),6,INVIMA 2002L-0000514,15/12/2021,12003291,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,V. De Manzana Casa La Viña 6°,6,INVIMA 2012L-0005691,16/02/2022,17052615,CASA LA VIÑA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. Donna Blanco,12.88,INVIMA 2013L-0006686,1/08/2023,21027186,VINAL COLOMBIA S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. Donna Rose Regional Alentejano,12.88,INVIMA 2013L-0006686,1/08/2023,21027186,VINAL COLOMBIA S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. Donna Tinto,12.88,INVIMA 2013L-0006686,1/08/2023,21027186,VINAL COLOMBIA S.A.S.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. Duque De Medina Blanco,12.98,INVIMA 2010L-0005059,18/12/2030,20042318,SIMON COLOMBIA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. Duque De Medina Blanco,12.98,INVIMA 2010L-0005059,18/12/2030,20042318,SIMON COLOMBIA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. Duque De Medina Blanco,12.98,INVIMA 2010L-0005059,18/12/2030,20042318,SIMON COLOMBIA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. Duque De Medina Crianza Tinto,12.98,INVIMA 2010L-0005059,18/12/2030,20042318,SIMON COLOMBIA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. Duque De Medina Rosado,12.98,INVIMA 2010L-0005059,18/12/2030,20042318,SIMON COLOMBIA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. Duque De Medina Rosado,12.98,INVIMA 2010L-0005059,18/12/2030,20042318,SIMON COLOMBIA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. Duque De Medina Rosado,12.98,INVIMA 2010L-0005059,18/12/2030,20042318,SIMON COLOMBIA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. Duque De Medina Tinto,12.98,INVIMA 2010L-0005059,18/12/2030,20042318,SIMON COLOMBIA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. Duque De Medina Tinto,12.98,INVIMA 2010L-0005059,18/12/2030,20042318,SIMON COLOMBIA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. Duque De Medina Tinto,12.98,INVIMA 2010L-0005059,18/12/2030,20042318,SIMON COLOMBIA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
I,V. Duque De Medina Tinto Reserva,12.98,INVIMA 2010L-0005059,18/12/2030,20042318,SIMON COLOMBIA LTDA,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,V. Esp Blanco Jumbo (6º),6,INVIMA 2002L-0000845,28/11/2022,12033025,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
N,V. Esp Blanco Jumbo (6º),6,INVIMA 2002L-0000845,28/11/2022,12033025,CANDIOTA DE VINOS Y LICORES S.A.,RODRIGUEZ Q. ALEXANDER/J&M DIST BRISSART,100278640
